"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 19 2017","914.60","911.60","920.70","907.15","-","0.35%"
"Dec 18 2017","911.40","891.75","915.30","891.50","-","2.20%"
"Dec 17 2017","891.80","892.30","893.20","891.15","-","-0.23%"
"Dec 15 2017","893.90","883.00","893.90","878.90","-","1.25%"
"Dec 14 2017","882.90","887.65","890.45","877.35","-","-0.54%"
"Dec 13 2017","887.70","880.60","888.15","872.65","-","0.80%"
"Dec 12 2017","880.65","888.20","890.95","873.20","-","-0.84%"
"Dec 11 2017","888.15","889.65","893.30","883.85","-","-0.16%"
"Dec 10 2017","889.60","890.20","890.20","888.35","-","0.18%"
"Dec 08 2017","888.00","894.00","899.40","882.30","-","-0.62%"
"Dec 07 2017","893.50","903.60","903.85","891.85","-","-1.11%"
"Dec 06 2017","903.55","917.15","917.90","900.10","-","-1.49%"
"Dec 05 2017","917.25","930.75","931.20","914.85","-","-1.46%"
"Dec 04 2017","930.85","937.70","938.50","924.45","-","-0.75%"
"Dec 03 2017","937.85","938.35","939.05","935.90","-","-0.36%"
"Dec 01 2017","941.20","943.85","946.20","933.40","-","-0.28%"
"Nov 30 2017","943.80","942.75","950.15","941.50","-","0.12%"
"Nov 29 2017","942.70","951.85","955.80","940.55","-","-0.94%"
"Nov 28 2017","951.65","949.25","959.20","948.35","-","0.26%"
"Nov 27 2017","949.20","942.35","952.95","940.25","-","0.74%"
"Nov 26 2017","942.25","944.60","945.00","942.10","-","-0.30%"
"Nov 24 2017","945.05","940.15","945.75","935.85","-","0.82%"
"Nov 23 2017","937.35","939.40","940.75","935.20","-","-0.22%"
"Nov 22 2017","939.45","936.80","943.95","932.55","-","0.28%"
"Nov 21 2017","936.85","929.45","940.45","927.55","-","0.81%"
"Nov 20 2017","929.30","951.15","951.90","921.90","-","-2.31%"
"Nov 19 2017","951.25","953.55","953.80","950.85","-","-0.28%"
"Nov 17 2017","953.95","934.90","957.45","934.90","-","2.03%"
"Nov 16 2017","934.95","933.80","937.30","930.45","-","0.13%"
"Nov 15 2017","933.75","929.20","941.50","928.20","-","0.50%"
"Nov 14 2017","929.15","933.45","935.65","924.00","-","-0.45%"
"Nov 13 2017","933.35","931.70","938.45","931.20","-","0.20%"
"Nov 12 2017","931.45","930.55","931.90","928.55","-","0.03%"
"Nov 10 2017","931.15","940.45","943.70","930.25","-","-0.97%"
"Nov 09 2017","940.25","933.75","941.95","932.25","-","0.69%"
"Nov 08 2017","933.80","927.20","939.15","926.75","-","0.73%"
"Nov 07 2017","927.05","935.15","935.20","922.90","-","-0.86%"
"Nov 06 2017","935.05","924.15","938.40","919.65","-","1.17%"
"Nov 05 2017","924.20","923.00","924.35","922.50","-","0.17%"
"Nov 03 2017","922.65","928.80","929.50","918.10","-","-0.68%"
"Nov 02 2017","929.00","934.85","937.85","926.35","-","-0.62%"
"Nov 01 2017","934.80","921.15","939.40","919.80","-","1.49%"
"Oct 31 2017","921.10","923.45","927.65","916.95","-","-0.27%"
"Oct 30 2017","923.55","918.50","924.05","916.55","-","0.57%"
"Oct 29 2017","918.35","918.55","919.45","917.05","-","-0.01%"
"Oct 27 2017","918.40","919.75","923.95","913.30","-","-0.15%"
"Oct 26 2017","919.80","928.10","930.30","919.10","-","-0.90%"
"Oct 25 2017","928.15","924.55","928.95","914.75","-","0.38%"
"Oct 24 2017","924.65","929.45","932.70","921.50","-","-0.51%"
"Oct 23 2017","929.35","920.60","929.65","916.25","-","0.93%"
"Oct 22 2017","920.75","924.60","925.25","919.80","-","-0.57%"
"Oct 20 2017","926.00","927.35","928.45","921.05","-","-0.15%"
"Oct 19 2017","927.40","924.30","931.45","920.10","-","0.35%"
"Oct 18 2017","924.15","937.05","938.40","922.60","-","-1.38%"
"Oct 17 2017","937.10","935.10","938.25","928.65","-","0.21%"
"Oct 16 2017","935.15","948.55","950.85","930.75","-","-1.41%"
"Oct 15 2017","948.50","947.10","948.60","946.60","-","-0.03%"
"Oct 13 2017","948.80","941.25","949.45","938.85","-","0.80%"
"Oct 12 2017","941.30","937.40","943.10","936.25","-","0.44%"
"Oct 11 2017","937.20","935.90","938.30","930.70","-","0.13%"
"Oct 10 2017","935.95","919.35","937.25","918.80","-","1.80%"
"Oct 09 2017","919.40","918.00","924.95","914.55","-","0.15%"
"Oct 08 2017","918.05","919.15","919.35","917.95","-","-0.10%"
"Oct 06 2017","918.95","917.25","922.15","906.80","-","0.16%"
"Oct 05 2017","917.45","916.75","921.00","912.80","-","0.07%"
"Oct 04 2017","916.80","916.40","925.85","913.00","-","0.05%"
"Oct 03 2017","916.35","916.35","919.40","909.90","-","0.01%"
"Oct 02 2017","916.30","916.25","919.75","912.20","-","-0.01%"
"Oct 01 2017","916.35","914.65","916.70","914.35","-","0.11%"
"Sep 29 2017","915.30","926.50","930.20","914.55","-","-1.21%"
"Sep 28 2017","926.55","924.65","929.25","918.15","-","0.22%"
"Sep 27 2017","924.55","928.35","933.70","921.10","-","-0.42%"
"Sep 26 2017","928.45","944.50","950.00","927.25","-","-1.69%"
"Sep 25 2017","944.45","935.25","945.70","930.40","-","0.99%"
"Sep 24 2017","935.20","937.45","937.95","934.50","-","0.19%"
"Sep 22 2017","933.45","940.30","946.45","931.70","-","-0.72%"
"Sep 21 2017","940.25","941.80","944.60","931.10","-","-0.16%"
"Sep 20 2017","941.75","953.95","959.35","935.85","-","-1.26%"
"Sep 19 2017","953.75","964.45","964.95","947.45","-","-1.10%"
"Sep 18 2017","964.40","967.35","972.10","959.70","-","-0.28%"
"Sep 17 2017","967.10","969.95","970.90","967.00","-","-0.38%"
"Sep 15 2017","970.75","989.90","990.00","966.90","-","-1.93%"
"Sep 14 2017","989.85","982.60","990.30","978.25","-","0.74%"
"Sep 13 2017","982.55","990.15","992.10","979.65","-","-0.76%"
"Sep 12 2017","990.05","992.65","993.95","984.00","-","-0.26%"
"Sep 11 2017","992.60","1005.35","1008.45","991.80","-","-1.32%"
"Sep 10 2017","1005.85","1006.55","1006.55","1001.25","-","-0.49%"
"Sep 08 2017","1010.85","1021.85","1026.30","1010.40","-","-1.07%"
"Sep 07 2017","1021.75","1005.70","1022.05","1003.80","-","1.61%"
"Sep 06 2017","1005.60","1012.85","1017.45","1003.70","-","-0.72%"
"Sep 05 2017","1012.90","1009.90","1015.70","1002.80","-","0.31%"
"Sep 04 2017","1009.80","1016.45","1017.10","1009.55","-","-0.68%"
"Sep 03 2017","1016.75","1012.35","1018.00","1012.35","-","0.54%"
"Sep 01 2017","1011.25","1001.55","1012.40","998.25","-","1.00%"
"Aug 31 2017","1001.25","993.65","1003.50","984.35","-","0.75%"
"Aug 30 2017","993.75","997.15","1003.45","986.75","-","-0.35%"
"Aug 29 2017","997.20","993.25","1010.40","991.05","-","0.40%"
"Aug 28 2017","993.20","977.95","998.85","976.90","-","1.56%"
"Aug 27 2017","977.90","976.85","980.50","976.85","-","0.06%"
"Aug 25 2017","977.30","982.45","987.20","972.40","-","-0.53%"
"Aug 24 2017","982.50","982.60","985.95","975.45","-","-0.01%"
"Aug 23 2017","982.55","978.20","986.45","976.80","-","0.45%"
"Aug 22 2017","978.15","985.50","985.50","974.05","-","-0.77%"
"Aug 21 2017","985.70","980.40","989.85","979.15","-","0.55%"
"Aug 20 2017","980.30","981.25","981.70","979.70","-","-0.15%"
"Aug 18 2017","981.75","980.05","992.35","978.25","-","0.18%"
"Aug 17 2017","980.00","982.45","985.20","974.55","-","-0.26%"
"Aug 16 2017","982.55","966.25","984.35","964.25","-","1.69%"
"Aug 15 2017","966.20","969.10","969.10","955.00","-","-0.29%"
"Aug 14 2017","969.05","987.05","987.25","968.70","-","-1.82%"
"Aug 13 2017","987.00","989.55","989.55","986.95","-","-0.08%"
"Aug 11 2017","987.80","986.25","995.55","982.50","-","0.15%"
"Aug 10 2017","986.30","978.05","988.55","976.00","-","0.82%"
"Aug 09 2017","978.25","976.00","984.90","974.25","-","0.24%"
"Aug 08 2017","975.90","970.20","982.75","969.55","-","0.59%"
"Aug 07 2017","970.15","966.15","973.95","961.05","-","0.40%"
"Aug 06 2017","966.25","968.95","969.00","966.15","-","-0.17%"
"Aug 04 2017","967.85","966.00","973.85","962.60","-","0.20%"
"Aug 03 2017","965.95","949.45","967.50","948.15","-","1.74%"
"Aug 02 2017","949.40","946.90","954.80","943.05","-","0.26%"
"Aug 01 2017","946.95","941.50","951.85","940.95","-","0.56%"
"Jul 31 2017","941.65","938.70","946.50","937.25","-","0.30%"
"Jul 30 2017","938.80","937.10","939.50","936.20","-","0.10%"
"Jul 28 2017","937.85","928.85","938.10","926.25","-","0.97%"
"Jul 27 2017","928.80","931.30","939.45","924.60","-","-0.28%"
"Jul 26 2017","931.45","926.45","934.65","919.40","-","0.55%"
"Jul 25 2017","926.40","931.70","938.85","925.85","-","-0.58%"
"Jul 24 2017","931.80","938.30","943.60","930.40","-","-0.70%"
"Jul 23 2017","938.35","939.60","939.60","936.60","-","0.06%"
"Jul 21 2017","937.80","928.80","942.20","928.05","-","0.96%"
"Jul 20 2017","928.85","923.60","934.30","916.05","-","0.56%"
"Jul 19 2017","923.65","930.00","930.50","922.40","-","-0.69%"
"Jul 18 2017","930.05","925.05","934.40","925.00","-","0.53%"
"Jul 17 2017","925.15","925.55","937.25","924.15","-","-0.04%"
"Jul 16 2017","925.50","923.45","925.70","922.40","-","0.22%"
"Jul 14 2017","923.45","906.95","924.50","905.55","-","1.82%"
"Jul 13 2017","906.95","917.80","922.80","905.65","-","-1.19%"
"Jul 12 2017","917.85","904.55","922.55","903.85","-","1.46%"
"Jul 11 2017","904.60","902.60","904.60","891.85","-","0.23%"
"Jul 10 2017","902.55","909.70","910.20","894.65","-","-0.80%"
"Jul 09 2017","909.80","908.95","909.80","907.25","-","0.09%"
"Jul 07 2017","909.00","909.60","918.30","902.20","-","-0.12%"
"Jul 06 2017","910.05","911.15","914.00","901.30","-","-0.13%"
"Jul 05 2017","911.20","916.95","916.95","902.20","-","-0.63%"
"Jul 04 2017","917.00","907.30","917.80","906.75","-","1.06%"
"Jul 03 2017","907.35","929.45","929.65","905.60","-","-2.39%"
"Jul 02 2017","929.60","928.70","933.55","927.80","-","0.20%"
"Jun 30 2017","927.70","923.70","930.90","920.20","-","0.42%"
"Jun 29 2017","923.80","922.60","928.00","911.75","-","0.14%"
"Jun 28 2017","922.55","921.15","928.65","919.45","-","0.15%"
"Jun 27 2017","921.20","918.95","926.35","917.85","-","0.21%"
"Jun 26 2017","919.25","931.15","931.80","914.85","-","-1.27%"
"Jun 25 2017","931.10","932.15","932.40","931.10","-","0.15%"
"Jun 23 2017","929.75","926.85","934.55","923.75","-","0.32%"
"Jun 22 2017","926.80","928.85","934.75","922.65","-","-0.23%"
"Jun 21 2017","928.95","924.30","932.10","916.95","-","0.51%"
"Jun 20 2017","924.20","924.70","929.05","919.35","-","-0.07%"
"Jun 19 2017","924.85","927.05","929.15","918.35","-","-0.25%"
"Jun 18 2017","927.15","929.35","929.45","926.95","-","-0.29%"
"Jun 16 2017","929.85","922.55","929.90","921.00","-","0.79%"
"Jun 15 2017","922.60","938.15","941.75","918.30","-","-1.65%"
"Jun 14 2017","938.10","928.45","954.90","923.45","-","1.06%"
"Jun 13 2017","928.25","944.40","948.10","922.95","-","-1.70%"
"Jun 12 2017","944.35","938.95","948.80","938.65","-","0.57%"
"Jun 11 2017","939.00","941.85","941.85","938.50","-","-0.15%"
"Jun 09 2017","940.40","940.35","954.25","935.60","-","0.00%"
"Jun 08 2017","940.40","945.85","949.80","935.75","-","-0.57%"
"Jun 07 2017","945.80","962.30","963.15","943.50","-","-1.72%"
"Jun 06 2017","962.40","954.75","969.40","953.35","-","0.80%"
"Jun 05 2017","954.80","952.15","963.25","950.75","-","0.27%"
"Jun 04 2017","952.20","956.60","956.65","952.05","-","-0.33%"
"Jun 02 2017","955.35","932.20","957.50","926.20","-","2.49%"
"Jun 01 2017","932.15","949.80","950.60","928.50","-","-1.87%"
"May 31 2017","949.95","940.90","952.85","940.45","-","0.91%"
"May 30 2017","941.35","956.40","959.30","938.80","-","-1.59%"
"May 29 2017","956.55","963.60","964.15","954.30","-","-0.74%"
"May 28 2017","963.70","963.05","964.80","962.00","-","0.18%"
"May 26 2017","961.95","949.40","967.75","948.90","-","1.31%"
"May 25 2017","949.55","950.45","957.75","947.75","-","-0.09%"
"May 24 2017","950.40","944.45","951.35","940.45","-","0.64%"
"May 23 2017","944.40","949.70","959.45","943.85","-","-0.58%"
"May 22 2017","949.90","942.10","951.10","936.70","-","0.84%"
"May 21 2017","941.95","944.35","944.35","939.55","-","0.16%"
"May 19 2017","940.40","934.05","946.05","930.10","-","0.69%"
"May 18 2017","933.95","948.00","948.00","930.45","-","-1.46%"
"May 17 2017","947.80","944.10","949.50","940.00","-","0.40%"
"May 16 2017","944.00","932.15","946.00","931.15","-","1.29%"
"May 15 2017","931.95","924.05","939.60","921.25","-","0.84%"
"May 14 2017","924.20","922.75","924.70","922.75","-","0.24%"
"May 12 2017","922.00","919.00","926.60","915.35","-","0.32%"
"May 11 2017","919.10","910.60","920.20","909.85","-","0.95%"
"May 10 2017","910.45","907.25","914.50","904.15","-","0.37%"
"May 09 2017","907.10","919.50","920.40","900.40","-","-1.34%"
"May 08 2017","919.45","924.25","925.10","911.95","-","-0.53%"
"May 07 2017","924.35","911.65","924.35","911.65","-","1.09%"
"May 05 2017","914.40","904.60","918.25","903.25","-","1.06%"
"May 04 2017","904.85","898.90","909.50","894.85","-","0.66%"
"May 03 2017","898.95","928.70","928.85","896.55","-","-3.18%"
"May 02 2017","928.50","934.75","937.25","924.95","-","-0.67%"
"May 01 2017","934.80","950.55","950.95","930.35","-","-1.65%"
"Apr 30 2017","950.50","948.40","952.00","948.40","-","0.25%"
"Apr 28 2017","948.15","948.35","955.25","945.55","-","0.00%"
"Apr 27 2017","948.15","952.00","952.65","942.85","-","-0.39%"
"Apr 26 2017","951.85","956.75","958.30","945.95","-","-0.53%"
"Apr 25 2017","956.95","966.70","967.60","952.20","-","-0.98%"
"Apr 24 2017","966.45","972.70","974.90","955.65","-","-0.64%"
"Apr 23 2017","972.65","970.65","973.25","968.20","-","-0.21%"
"Apr 21 2017","974.65","979.40","985.65","974.25","-","-0.52%"
"Apr 20 2017","979.70","969.95","983.70","969.25","-","0.98%"
"Apr 19 2017","970.20","980.10","982.95","966.95","-","-0.99%"
"Apr 18 2017","979.95","983.65","989.15","977.75","-","-0.38%"
"Apr 17 2017","983.70","984.55","993.00","975.70","-","-0.10%"
"Apr 16 2017","984.65","977.55","984.70","977.30","-","0.88%"
"Apr 13 2017","976.10","976.15","981.10","971.55","-","0.01%"
"Apr 12 2017","976.05","971.80","976.35","962.95","-","0.45%"
"Apr 11 2017","971.70","945.70","973.70","943.75","-","2.74%"
"Apr 10 2017","945.80","956.10","956.60","938.65","-","-1.08%"
"Apr 09 2017","956.15","955.05","957.50","953.45","-","-0.07%"
"Apr 07 2017","956.80","960.05","981.75","951.45","-","-0.32%"
"Apr 06 2017","959.90","965.30","965.60","954.00","-","-0.56%"
"Apr 05 2017","965.30","962.95","972.10","956.00","-","0.23%"
"Apr 04 2017","963.10","962.60","968.05","956.90","-","0.05%"
"Apr 03 2017","962.65","956.95","962.75","949.25","-","0.60%"
"Apr 02 2017","956.95","951.65","957.45","951.65","-","0.37%"
"Mar 31 2017","953.40","952.15","953.90","942.90","-","0.13%"
"Mar 30 2017","952.20","959.30","963.50","950.15","-","-0.73%"
"Mar 29 2017","959.20","956.90","960.15","951.55","-","0.26%"
"Mar 28 2017","956.75","970.70","974.50","952.90","-","-1.43%"
"Mar 27 2017","970.60","973.65","987.05","970.40","-","-0.31%"
"Mar 26 2017","973.60","967.95","974.40","967.95","-","0.75%"
"Mar 24 2017","966.35","962.90","970.20","957.45","-","0.35%"
"Mar 23 2017","962.95","962.40","971.85","957.35","-","0.06%"
"Mar 22 2017","962.35","972.60","974.45","960.55","-","-1.05%"
"Mar 21 2017","972.60","972.90","976.60","960.20","-","-0.03%"
"Mar 20 2017","972.85","967.00","973.35","962.25","-","0.64%"
"Mar 19 2017","966.65","966.45","967.20","964.75","-","0.09%"
"Mar 17 2017","965.80","958.65","966.70","953.85","-","0.75%"
"Mar 16 2017","958.65","959.00","973.75","956.45","-","-0.03%"
"Mar 15 2017","958.90","939.15","958.95","932.95","-","2.11%"
"Mar 14 2017","939.10","939.20","945.10","936.80","-","-0.01%"
"Mar 13 2017","939.15","944.00","949.10","937.80","-","-0.51%"
"Mar 12 2017","943.95","943.50","945.15","942.50","-","0.01%"
"Mar 10 2017","943.90","936.45","947.85","935.85","-","0.79%"
"Mar 09 2017","936.50","951.45","954.10","935.35","-","-1.57%"
"Mar 08 2017","951.45","963.75","965.50","946.75","-","-1.28%"
"Mar 07 2017","963.80","980.65","981.40","960.60","-","-1.71%"
"Mar 06 2017","980.60","1001.75","1002.20","977.80","-","-2.11%"
"Mar 05 2017","1001.75","1001.35","1001.95","999.40","-","0.11%"
"Mar 03 2017","1000.60","993.95","1000.70","985.50","-","0.67%"
"Mar 02 2017","993.95","1018.10","1020.60","984.30","-","-2.37%"
"Mar 01 2017","1018.05","1022.20","1030.30","1014.60","-","-0.42%"
"Feb 28 2017","1022.30","1031.95","1038.90","1021.90","-","-0.94%"
"Feb 27 2017","1031.95","1028.15","1047.70","1027.40","-","0.34%"
"Feb 26 2017","1028.50","1028.70","1029.00","1027.85","-","-0.25%"
"Feb 24 2017","1031.05","1012.30","1032.05","1010.90","-","1.87%"
"Feb 23 2017","1012.10","1004.80","1020.50","997.50","-","0.72%"
"Feb 22 2017","1004.85","1004.40","1008.05","998.65","-","0.05%"
"Feb 21 2017","1004.30","1007.10","1007.95","990.60","-","-0.27%"
"Feb 20 2017","1007.00","1005.85","1008.60","1000.30","-","0.11%"
"Feb 19 2017","1005.85","1006.65","1008.55","1005.75","-","-0.05%"
"Feb 17 2017","1006.35","1014.95","1019.15","1003.75","-","-0.85%"
"Feb 16 2017","1014.95","1012.10","1021.65","1011.70","-","0.26%"
"Feb 15 2017","1012.35","1003.35","1014.45","990.70","-","0.90%"
"Feb 14 2017","1003.35","1001.05","1011.65","998.70","-","0.25%"
"Feb 13 2017","1000.85","1010.55","1014.10","995.80","-","-0.96%"
"Feb 12 2017","1010.55","1011.85","1011.85","1009.10","-","-0.37%"
"Feb 10 2017","1014.30","1015.25","1015.75","993.20","-","-0.09%"
"Feb 09 2017","1015.20","1017.80","1032.10","1014.80","-","-0.25%"
"Feb 08 2017","1017.75","1007.60","1022.35","1005.65","-","0.99%"
"Feb 07 2017","1007.75","1016.85","1018.20","1006.35","-","-0.89%"
"Feb 06 2017","1016.85","1007.50","1018.25","1006.25","-","0.96%"
"Feb 05 2017","1007.20","1006.80","1009.50","1004.95","-","0.03%"
"Feb 03 2017","1006.85","1000.05","1007.50","988.15","-","0.70%"
"Feb 02 2017","999.90","1003.80","1014.95","998.70","-","-0.37%"
"Feb 01 2017","1003.65","999.05","1003.80","994.65","-","0.44%"
"Jan 31 2017","999.25","992.05","1002.65","989.40","-","0.72%"
"Jan 30 2017","992.10","989.50","994.95","978.30","-","0.26%"
"Jan 29 2017","989.50","988.80","993.40","988.75","-","0.11%"
"Jan 27 2017","988.45","980.45","988.50","964.80","-","0.81%"
"Jan 26 2017","980.50","988.65","991.15","969.95","-","-0.81%"
"Jan 25 2017","988.55","997.15","1004.00","976.00","-","-0.87%"
"Jan 24 2017","997.20","984.30","1008.75","982.35","-","1.31%"
"Jan 23 2017","984.30","985.45","988.55","976.85","-","-0.14%"
"Jan 22 2017","985.65","981.60","986.75","980.80","-","0.39%"
"Jan 20 2017","981.80","960.60","983.85","956.15","-","2.20%"
"Jan 19 2017","960.70","965.80","970.35","951.40","-","-0.57%"
"Jan 18 2017","966.20","981.70","983.05","963.55","-","-1.58%"
"Jan 17 2017","981.70","986.00","997.35","976.85","-","-0.41%"
"Jan 16 2017","985.70","989.55","992.80","984.25","-","-0.38%"
"Jan 15 2017","989.50","989.30","990.95","987.50","-","0.18%"
"Jan 13 2017","987.75","980.35","989.95","968.95","-","0.71%"
"Jan 12 2017","980.80","977.80","994.30","975.20","-","0.31%"
"Jan 11 2017","977.80","979.20","986.60","964.45","-","-0.15%"
"Jan 10 2017","979.30","979.70","985.30","970.95","-","-0.04%"
"Jan 09 2017","979.70","973.25","985.95","968.65","-","0.67%"
"Jan 08 2017","973.20","971.55","973.30","970.05","-","0.04%"
"Jan 06 2017","972.85","974.00","974.50","961.50","-","-0.13%"
"Jan 05 2017","974.10","947.75","979.75","944.35","-","2.78%"
"Jan 04 2017","947.75","930.20","953.00","928.40","-","1.89%"
"Jan 03 2017","930.20","906.55","948.75","905.10","-","2.60%"
"Jan 02 2017","906.60","906.55","906.70","903.25","-","0.10%"
"Dec 30 2016","905.65","907.85","911.05","902.30","-","-0.24%"
"Dec 29 2016","907.85","902.50","910.15","899.75","-","0.60%"
"Dec 28 2016","902.40","908.30","910.15","894.15","-","-0.64%"
"Dec 27 2016","908.25","900.50","913.55","900.10","-","0.84%"
"Dec 26 2016","900.70","901.20","902.70","898.15","-","0.85%"
"Dec 23 2016","893.10","908.50","911.00","892.00","-","-1.70%"
"Dec 22 2016","908.55","915.20","920.90","906.50","-","-0.72%"
"Dec 21 2016","915.15","919.45","922.20","910.20","-","-0.46%"
"Dec 20 2016","919.40","919.10","924.35","901.50","-","0.02%"
"Dec 19 2016","919.25","925.65","930.25","915.00","-","-0.66%"
"Dec 18 2016","925.40","926.70","932.05","924.80","-","-0.24%"
"Dec 16 2016","927.60","899.90","935.30","896.30","-","3.06%"
"Dec 15 2016","900.10","927.25","934.85","889.55","-","-2.83%"
"Dec 14 2016","926.35","935.20","948.45","922.40","-","-0.90%"
"Dec 13 2016","934.75","932.05","939.80","924.55","-","0.34%"
"Dec 12 2016","931.60","918.15","936.35","910.90","-","1.45%"
"Dec 11 2016","918.30","914.35","918.65","914.30","-","0.24%"
"Dec 09 2016","916.10","939.45","939.80","912.65","-","-2.49%"
"Dec 08 2016","939.50","944.10","952.65","935.60","-","-0.44%"
"Dec 07 2016","943.65","935.40","950.75","928.20","-","0.79%"
"Dec 06 2016","936.30","937.35","952.90","934.35","-","-0.05%"
"Dec 05 2016","936.75","927.75","941.70","924.90","-","1.02%"
"Dec 04 2016","927.30","931.70","939.45","925.75","-","-0.28%"
"Dec 02 2016","929.90","916.15","935.75","914.35","-","1.50%"
"Dec 01 2016","916.20","910.60","918.90","899.15","-","0.61%"
"Nov 30 2016","910.65","919.85","927.65","904.45","-","-1.01%"
"Nov 29 2016","919.90","927.70","930.30","917.30","-","-0.86%"
"Nov 28 2016","927.85","912.95","927.95","909.50","-","1.63%"
"Nov 27 2016","913.00","907.60","913.10","907.60","-","0.55%"
"Nov 25 2016","908.00","918.25","920.40","905.70","-","-1.12%"
"Nov 24 2016","918.30","932.65","932.80","913.45","-","-1.53%"
"Nov 23 2016","932.60","941.90","946.85","919.20","-","-0.99%"
"Nov 22 2016","941.95","942.50","951.45","934.75","-","-0.06%"
"Nov 21 2016","942.55","921.15","942.95","920.70","-","2.33%"
"Nov 20 2016","921.10","923.80","924.40","921.05","-","-0.25%"
"Nov 18 2016","923.40","932.65","935.40","915.80","-","-0.98%"
"Nov 17 2016","932.50","944.60","952.70","931.90","-","-1.30%"
"Nov 16 2016","944.75","943.55","949.90","926.40","-","0.10%"
"Nov 15 2016","943.85","936.15","948.60","930.20","-","0.80%"
"Nov 14 2016","936.35","949.10","951.70","923.75","-","-1.36%"
"Nov 13 2016","949.25","944.95","949.50","943.75","-","0.48%"
"Nov 11 2016","944.70","979.25","986.15","936.40","-","-3.57%"
"Nov 10 2016","979.65","996.15","1009.15","972.90","-","-1.65%"
"Nov 09 2016","996.10","1003.15","1022.95","995.15","-","-0.71%"
"Nov 08 2016","1003.20","1002.45","1017.30","998.75","-","0.08%"
"Nov 07 2016","1002.35","992.65","1004.25","990.45","-","0.98%"
"Nov 06 2016","992.60","994.55","994.55","988.80","-","-0.78%"
"Nov 04 2016","1000.40","998.15","1006.95","991.45","-","0.23%"
"Nov 03 2016","998.10","994.40","1000.70","975.90","-","0.35%"
"Nov 02 2016","994.65","993.05","1004.00","985.90","-","0.17%"
"Nov 01 2016","992.95","981.75","999.20","979.15","-","1.15%"
"Oct 31 2016","981.70","980.90","983.30","974.55","-","0.10%"
"Oct 30 2016","980.70","980.65","984.20","979.80","-","-0.11%"
"Oct 28 2016","981.75","967.20","988.10","965.85","-","1.50%"
"Oct 27 2016","967.25","961.80","972.10","960.60","-","0.56%"
"Oct 26 2016","961.85","962.30","971.95","958.10","-","-0.01%"
"Oct 25 2016","961.95","941.95","968.70","940.45","-","2.13%"
"Oct 24 2016","941.85","934.40","950.35","934.15","-","0.80%"
"Oct 23 2016","934.35","936.25","936.25","932.90","-","-0.07%"
"Oct 21 2016","935.00","933.35","936.70","927.30","-","0.14%"
"Oct 20 2016","933.70","946.35","948.30","931.00","-","-1.35%"
"Oct 19 2016","946.45","946.35","952.65","940.30","-","-0.01%"
"Oct 18 2016","946.50","938.95","953.85","938.95","-","0.80%"
"Oct 17 2016","939.00","938.90","944.85","929.45","-","0.01%"
"Oct 16 2016","938.90","937.70","940.15","936.35","-","0.18%"
"Oct 14 2016","937.25","936.85","942.40","928.90","-","0.02%"
"Oct 13 2016","937.05","943.60","952.00","932.35","-","-0.68%"
"Oct 12 2016","943.50","949.20","954.95","941.50","-","-0.61%"
"Oct 11 2016","949.25","968.95","974.05","948.60","-","-2.04%"
"Oct 10 2016","969.00","976.70","978.10","963.35","-","-0.78%"
"Oct 09 2016","976.65","970.85","978.50","970.85","-","0.61%"
"Oct 07 2016","970.75","971.90","980.90","953.50","-","-0.11%"
"Oct 06 2016","971.85","985.55","987.00","964.40","-","-1.40%"
"Oct 05 2016","985.60","991.00","999.40","974.65","-","-0.53%"
"Oct 04 2016","990.90","1010.75","1013.25","988.10","-","-1.95%"
"Oct 03 2016","1010.60","1032.20","1036.00","1006.85","-","-2.10%"
"Oct 02 2016","1032.25","1032.70","1032.70","1027.60","-","-0.05%"
"Sep 30 2016","1032.80","1032.55","1046.95","1030.35","-","0.04%"
"Sep 29 2016","1032.35","1040.10","1045.40","1025.50","-","-0.79%"
"Sep 28 2016","1040.60","1031.60","1041.10","1016.65","-","0.87%"
"Sep 27 2016","1031.65","1044.55","1054.05","1026.85","-","-1.23%"
"Sep 26 2016","1044.45","1060.20","1060.85","1041.35","-","-1.49%"
"Sep 25 2016","1060.25","1060.75","1061.65","1054.10","-","0.30%"
"Sep 23 2016","1057.10","1058.10","1063.70","1052.20","-","-0.11%"
"Sep 22 2016","1058.25","1054.10","1068.40","1046.75","-","0.38%"
"Sep 21 2016","1054.25","1034.05","1059.10","1026.15","-","1.97%"
"Sep 20 2016","1033.90","1023.45","1038.80","1020.50","-","1.01%"
"Sep 19 2016","1023.60","1021.05","1032.35","1019.25","-","0.24%"
"Sep 18 2016","1021.10","1020.10","1021.80","1018.90","-","0.34%"
"Sep 16 2016","1017.60","1034.45","1038.05","1010.60","-","-1.62%"
"Sep 15 2016","1034.40","1039.25","1043.75","1026.95","-","-0.50%"
"Sep 14 2016","1039.60","1039.70","1048.85","1034.95","-","-0.02%"
"Sep 13 2016","1039.85","1059.85","1065.75","1032.05","-","-1.91%"
"Sep 12 2016","1060.05","1067.35","1067.35","1039.50","-","-0.69%"
"Sep 11 2016","1067.45","1066.05","1069.60","1065.55","-","0.25%"
"Sep 09 2016","1064.80","1088.30","1093.00","1064.40","-","-2.15%"
"Sep 08 2016","1088.25","1092.30","1100.55","1083.40","-","-0.38%"
"Sep 07 2016","1092.45","1102.35","1110.30","1090.70","-","-0.88%"
