"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 25 2019","864.10","860.95","864.75","859.35","-","0.45%"
"Aug 23 2019","860.25","860.90","872.15","852.50","-","-0.06%"
"Aug 22 2019","860.80","856.15","863.40","848.15","-","0.57%"
"Aug 21 2019","855.95","850.10","859.05","842.60","-","0.68%"
"Aug 20 2019","850.15","853.00","858.50","847.15","-","-0.35%"
"Aug 19 2019","853.10","851.80","860.80","845.40","-","0.14%"
"Aug 18 2019","851.90","851.35","853.35","850.90","-","0.06%"
"Aug 16 2019","851.40","842.75","853.25","835.25","-","1.03%"
"Aug 15 2019","842.75","848.55","850.10","835.85","-","-0.70%"
"Aug 14 2019","848.65","857.60","858.40","846.10","-","-1.07%"
"Aug 13 2019","857.80","862.05","870.10","839.95","-","-0.50%"
"Aug 12 2019","862.15","864.60","865.90","856.45","-","-0.27%"
"Aug 11 2019","864.50","864.45","865.10","863.30","-","0.02%"
"Aug 09 2019","864.35","871.10","871.85","861.40","-","-0.73%"
"Aug 08 2019","870.70","868.90","873.20","854.75","-","0.21%"
"Aug 07 2019","868.85","855.40","873.40","849.60","-","1.55%"
"Aug 06 2019","855.55","860.50","861.05","847.20","-","-0.58%"
"Aug 05 2019","860.50","848.85","863.40","845.70","-","1.36%"
"Aug 04 2019","848.95","848.25","851.60","848.00","-","0.09%"
"Aug 02 2019","848.20","856.70","861.70","845.30","-","-1.01%"
"Aug 01 2019","856.85","868.55","868.60","845.70","-","-1.35%"
"Jul 31 2019","868.60","879.00","883.00","866.10","-","-1.16%"
"Jul 30 2019","878.80","883.25","886.50","871.75","-","-0.49%"
"Jul 29 2019","883.10","870.25","886.70","868.25","-","1.49%"
"Jul 28 2019","870.10","868.80","871.00","868.80","-","0.17%"
"Jul 26 2019","868.60","871.45","874.25","863.55","-","-0.31%"
"Jul 25 2019","871.30","881.05","889.60","870.10","-","-1.10%"
"Jul 24 2019","880.95","859.80","882.90","859.10","-","2.45%"
"Jul 23 2019","859.90","851.00","862.85","847.40","-","1.06%"
"Jul 22 2019","850.90","850.90","857.00","849.65","-","0.02%"
"Jul 21 2019","850.70","849.35","851.60","848.60","-","0.15%"
"Jul 19 2019","849.45","854.40","865.40","849.35","-","-0.57%"
"Jul 18 2019","854.30","849.05","859.50","847.10","-","0.64%"
"Jul 17 2019","848.85","844.30","854.55","838.20","-","0.55%"
"Jul 16 2019","844.20","845.60","855.30","840.65","-","-0.18%"
"Jul 15 2019","845.70","834.55","850.60","832.40","-","1.32%"
"Jul 14 2019","834.70","834.15","835.00","832.90","-","0.05%"
"Jul 12 2019","834.25","827.60","835.00","820.65","-","0.83%"
"Jul 11 2019","827.40","831.35","836.05","825.70","-","-0.48%"
"Jul 10 2019","831.40","813.50","832.65","811.35","-","2.19%"
"Jul 09 2019","813.60","816.30","816.55","809.35","-","-0.37%"
"Jul 08 2019","816.60","811.95","823.80","811.15","-","0.52%"
"Jul 07 2019","812.35","813.70","815.90","811.90","-","-0.18%"
"Jul 05 2019","813.80","840.00","842.70","808.35","-","-3.16%"
"Jul 04 2019","840.35","843.90","845.35","837.05","-","-0.41%"
"Jul 03 2019","843.85","837.85","847.85","832.20","-","0.73%"
"Jul 02 2019","837.75","835.90","843.25","828.35","-","0.24%"
"Jul 01 2019","835.75","834.30","851.60","834.20","-","0.16%"
"Jun 30 2019","834.40","839.50","841.30","833.70","-","-0.62%"
"Jun 28 2019","839.60","822.15","844.90","817.50","-","2.15%"
"Jun 27 2019","821.95","821.30","822.25","811.80","-","0.06%"
"Jun 26 2019","821.45","811.60","824.15","808.35","-","1.26%"
"Jun 25 2019","811.25","820.30","824.70","810.50","-","-1.07%"
"Jun 24 2019","820.05","817.95","821.05","812.05","-","0.26%"
"Jun 23 2019","817.95","814.95","818.05","813.50","-","1.05%"
"Jun 21 2019","809.45","810.20","814.50","798.50","-","-0.10%"
"Jun 20 2019","810.25","812.75","823.85","805.10","-","-0.28%"
"Jun 19 2019","812.55","803.40","813.10","797.25","-","1.14%"
"Jun 18 2019","803.40","792.60","805.20","790.25","-","1.36%"
"Jun 17 2019","792.65","801.75","803.30","791.30","-","-1.13%"
"Jun 16 2019","801.70","803.50","805.70","801.00","-","-0.24%"
"Jun 14 2019","803.60","812.35","818.75","801.95","-","-1.12%"
"Jun 13 2019","812.70","811.30","814.80","805.55","-","0.17%"
"Jun 12 2019","811.35","815.05","819.95","808.45","-","-0.47%"
"Jun 11 2019","815.20","807.70","815.80","800.70","-","0.92%"
"Jun 10 2019","807.75","809.50","810.05","796.90","-","-0.22%"
"Jun 09 2019","809.55","806.10","810.70","805.65","-","0.42%"
"Jun 07 2019","806.15","803.40","811.70","800.10","-","0.36%"
"Jun 06 2019","803.25","806.60","808.35","798.80","-","-0.42%"
"Jun 05 2019","806.65","820.90","833.20","802.25","-","-1.72%"
"Jun 04 2019","820.75","823.05","825.40","816.10","-","-0.28%"
"Jun 03 2019","823.05","794.70","824.15","794.45","-","3.56%"
"Jun 02 2019","794.75","793.00","794.95","792.80","-","0.25%"
"May 31 2019","792.80","791.65","796.60","789.65","-","0.15%"
"May 30 2019","791.65","792.20","798.30","788.40","-","-0.07%"
"May 29 2019","792.20","800.60","800.65","790.80","-","-1.00%"
"May 28 2019","800.20","813.00","817.70","796.30","-","-1.59%"
"May 27 2019","813.10","806.50","813.10","802.35","-","0.79%"
"May 26 2019","806.70","806.15","807.20","804.50","-","0.15%"
"May 24 2019","805.50","801.10","809.20","799.50","-","0.54%"
"May 23 2019","801.15","803.70","804.45","796.70","-","-0.29%"
"May 22 2019","803.50","817.55","818.50","802.70","-","-1.71%"
"May 21 2019","817.50","816.50","820.45","807.20","-","0.12%"
"May 20 2019","816.50","822.35","827.40","811.50","-","-0.72%"
"May 19 2019","822.45","819.60","823.20","818.10","-","0.35%"
"May 17 2019","819.55","835.40","836.10","818.25","-","-1.89%"
"May 16 2019","835.30","846.55","852.05","833.10","-","-1.36%"
"May 15 2019","846.80","859.60","860.85","844.10","-","-1.50%"
"May 14 2019","859.70","860.90","867.90","855.10","-","-0.13%"
"May 13 2019","860.85","858.90","865.15","851.40","-","0.23%"
"May 12 2019","858.90","867.20","867.60","858.55","-","-1.02%"
"May 10 2019","867.75","854.05","869.10","852.70","-","1.61%"
"May 09 2019","854.00","864.60","866.00","849.50","-","-1.20%"
"May 08 2019","864.40","873.05","878.95","863.00","-","-1.00%"
"May 07 2019","873.15","884.80","887.45","870.05","-","-1.33%"
"May 06 2019","884.95","864.85","885.10","859.40","-","2.33%"
"May 05 2019","864.80","874.75","874.75","863.90","-","-1.13%"
"May 03 2019","874.70","853.70","875.70","847.25","-","2.47%"
"May 02 2019","853.65","872.15","873.30","852.70","-","-2.13%"
"May 01 2019","872.20","891.40","892.40","867.80","-","-2.15%"
"Apr 30 2019","891.40","901.35","904.55","888.65","-","-1.13%"
"Apr 29 2019","901.60","903.90","905.30","891.80","-","-0.28%"
"Apr 28 2019","904.10","902.90","904.10","902.45","-","0.14%"
"Apr 26 2019","902.80","890.60","904.20","887.25","-","1.36%"
"Apr 25 2019","890.65","888.60","892.60","881.15","-","0.23%"
"Apr 24 2019","888.60","892.95","897.75","886.65","-","-0.50%"
"Apr 23 2019","893.10","904.85","906.55","885.40","-","-1.30%"
"Apr 22 2019","904.85","907.45","918.00","897.75","-","-0.25%"
"Apr 21 2019","907.10","907.40","909.25","905.85","-","0.01%"
"Apr 19 2019","907.00","907.00","907.00","907.00","-","-0.04%"
"Apr 18 2019","907.40","892.90","907.85","885.95","-","1.65%"
"Apr 17 2019","892.70","885.20","895.15","882.25","-","0.85%"
"Apr 16 2019","885.20","891.70","896.65","881.20","-","-0.72%"
"Apr 15 2019","891.65","896.25","898.10","883.00","-","-0.53%"
"Apr 14 2019","896.40","896.10","897.40","894.60","-","0.12%"
"Apr 12 2019","895.35","897.55","907.80","895.35","-","-0.23%"
"Apr 11 2019","897.40","907.85","914.80","893.30","-","-1.16%"
"Apr 10 2019","907.95","891.50","912.75","890.65","-","1.83%"
"Apr 09 2019","891.60","910.05","911.85","890.55","-","-2.03%"
"Apr 08 2019","910.05","908.90","920.40","907.65","-","0.14%"
"Apr 07 2019","908.75","906.55","910.10","904.65","-","0.34%"
"Apr 05 2019","905.65","902.15","913.40","890.35","-","0.40%"
"Apr 04 2019","902.05","875.50","904.90","874.60","-","3.03%"
"Apr 03 2019","875.50","855.85","876.95","855.35","-","2.28%"
"Apr 02 2019","856.00","855.55","859.30","849.35","-","0.04%"
"Apr 01 2019","855.70","856.40","862.30","847.80","-","-0.07%"
"Mar 31 2019","856.30","853.25","858.35","853.25","-","0.34%"
"Mar 29 2019","853.40","849.20","861.70","844.10","-","0.49%"
"Mar 28 2019","849.25","859.70","870.65","839.05","-","-1.24%"
"Mar 27 2019","859.90","865.25","876.40","857.05","-","-0.62%"
"Mar 26 2019","865.30","866.70","867.85","855.40","-","-0.15%"
"Mar 25 2019","866.60","850.00","868.25","846.60","-","1.96%"
"Mar 24 2019","849.95","855.85","855.85","849.80","-","0.24%"
"Mar 22 2019","847.95","860.30","867.65","846.75","-","-1.44%"
"Mar 21 2019","860.35","868.45","876.70","858.00","-","-0.94%"
"Mar 20 2019","868.50","851.70","869.00","851.40","-","1.97%"
"Mar 19 2019","851.70","836.10","856.25","835.10","-","1.85%"
"Mar 18 2019","836.20","830.70","839.70","823.65","-","0.68%"
"Mar 17 2019","830.55","831.75","832.50","830.15","-","-0.15%"
"Mar 15 2019","831.80","825.45","836.80","825.00","-","0.78%"
"Mar 14 2019","825.40","842.05","843.70","824.10","-","-1.98%"
"Mar 13 2019","842.05","836.00","849.40","832.70","-","0.74%"
"Mar 12 2019","835.90","820.80","837.90","820.45","-","1.86%"
"Mar 11 2019","820.65","818.20","821.15","809.60","-","0.31%"
"Mar 10 2019","818.15","819.05","819.05","814.95","-","-0.09%"
"Mar 08 2019","818.85","816.20","822.50","812.65","-","0.29%"
"Mar 07 2019","816.50","829.00","830.00","814.50","-","-1.59%"
"Mar 06 2019","829.70","838.85","839.90","826.50","-","-1.12%"
"Mar 05 2019","839.10","840.50","843.10","835.05","-","-0.18%"
"Mar 04 2019","840.60","864.20","865.80","837.20","-","-2.67%"
"Mar 03 2019","863.70","864.05","866.05","862.60","-","0.17%"
"Mar 01 2019","862.20","874.15","877.10","859.40","-","-1.36%"
"Feb 28 2019","874.10","871.95","879.80","865.35","-","0.26%"
"Feb 27 2019","871.85","863.20","876.80","861.60","-","1.01%"
"Feb 26 2019","863.10","857.20","864.70","849.25","-","0.74%"
"Feb 25 2019","856.80","847.15","858.80","846.85","-","1.18%"
"Feb 24 2019","846.80","846.65","847.45","845.35","-","0.16%"
"Feb 22 2019","845.45","827.15","847.45","825.90","-","2.24%"
"Feb 21 2019","826.90","830.80","832.90","820.80","-","-0.42%"
"Feb 20 2019","830.40","821.60","836.10","821.00","-","1.10%"
"Feb 19 2019","821.40","808.80","824.10","807.90","-","1.56%"
"Feb 18 2019","808.75","806.60","811.10","804.00","-","0.27%"
"Feb 17 2019","806.60","808.55","809.40","806.55","-","-0.24%"
"Feb 15 2019","808.55","788.85","809.55","785.10","-","2.51%"
"Feb 14 2019","788.75","788.25","791.30","780.90","-","0.04%"
"Feb 13 2019","788.40","793.15","796.35","787.35","-","-0.65%"
"Feb 12 2019","793.55","789.30","794.90","785.55","-","0.48%"
"Feb 11 2019","789.75","802.05","802.05","786.00","-","-1.56%"
"Feb 10 2019","802.30","802.25","804.10","802.05","-","0.01%"
"Feb 08 2019","802.20","800.50","803.00","796.00","-","0.17%"
"Feb 07 2019","800.80","807.10","810.00","796.80","-","-0.78%"
"Feb 06 2019","807.10","821.65","824.80","807.10","-","-1.73%"
"Feb 05 2019","821.35","822.65","827.35","819.00","-","-0.14%"
"Feb 04 2019","822.50","826.40","828.10","816.40","-","-0.42%"
"Feb 03 2019","826.00","825.60","828.20","824.85","-","0.01%"
"Feb 01 2019","825.90","823.70","834.95","820.20","-","0.35%"
