"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 23 2020","4993.89","5190.78","5194.83","4922.76","1.63B","-3.79%"
"Mar 20 2020","5190.78","5151.61","5419.30","5151.61","2.59B","0.76%"
"Mar 19 2020","5151.61","5080.58","5181.04","4942.37","1.96B","1.40%"
"Mar 18 2020","5080.58","5294.90","5294.90","5006.20","1.84B","-4.05%"
"Mar 17 2020","5294.90","5151.08","5308.95","4978.84","1.94B","2.79%"
"Mar 16 2020","5151.08","5366.11","5366.11","4898.79","2.11B","-4.01%"
"Mar 13 2020","5366.11","5237.48","5696.48","5237.48","1.94B","2.46%"
"Mar 12 2020","5237.48","5876.52","5876.52","5237.48","2.21B","-10.87%"
"Mar 11 2020","5876.52","5960.23","6088.50","5860.75","1.51B","-1.40%"
"Mar 10 2020","5960.23","5965.77","6231.06","5927.85","1.73B","-0.09%"
"Mar 09 2020","5965.77","6462.55","6462.55","5891.56","2.10B","-7.69%"
"Mar 06 2020","6462.55","6705.43","6705.43","6431.44","1.38B","-3.62%"
"Mar 05 2020","6705.43","6815.59","6834.12","6662.61","1.15B","-1.62%"
"Mar 04 2020","6815.59","6718.20","6856.27","6700.23","1.12B","1.45%"
"Mar 03 2020","6718.20","6654.89","6846.28","6654.89","1.28B","0.95%"
"Mar 02 2020","6654.89","6580.61","6775.18","6496.01","1.76B","1.13%"
"Feb 28 2020","6580.61","6796.40","6796.40","6460.08","1.98B","-3.18%"
"Feb 27 2020","6796.40","7042.47","7042.47","6729.99","1.22B","-3.49%"
"Feb 26 2020","7042.47","7017.88","7044.66","6871.85","982.16M","0.35%"
"Feb 25 2020","7017.88","7156.83","7198.23","7004.94","976.46M","-1.94%"
"Feb 24 2020","7156.83","7403.92","7403.92","7114.45","1.08B","-3.34%"
"Feb 21 2020","7403.92","7436.64","7436.70","7370.63","872.32M","-0.44%"
"Feb 20 2020","7436.64","7457.02","7480.49","7436.64","779.37M","-0.27%"
"Feb 19 2020","7457.02","7382.01","7462.01","7382.01","602.97M","1.02%"
"Feb 18 2020","7382.01","7433.25","7433.25","7353.41","786.11M","-0.69%"
"Feb 17 2020","7433.25","7409.13","7449.95","7409.13","394.57M","0.33%"
"Feb 14 2020","7409.13","7452.03","7472.85","7403.69","629.85M","-0.58%"
"Feb 13 2020","7452.03","7534.37","7534.37","7406.94","820.27M","-1.09%"
"Feb 12 2020","7534.37","7499.44","7547.65","7499.01","573.04M","0.47%"
"Feb 11 2020","7499.44","7446.88","7529.54","7446.88","697.68M","0.71%"
"Feb 10 2020","7446.88","7466.70","7466.70","7427.85","597.28M","-0.27%"
"Feb 07 2020","7466.70","7504.79","7506.26","7441.14","705.97M","-0.51%"
"Feb 06 2020","7504.79","7482.48","7533.57","7482.48","673.95M","0.30%"
"Feb 05 2020","7482.48","7439.82","7512.41","7408.45","818.91M","0.57%"
"Feb 04 2020","7439.82","7326.31","7442.08","7326.31","696.70M","1.55%"
"Feb 03 2020","7326.31","7286.01","7359.98","7285.16","645.84M","0.55%"
"Jan 31 2020","7286.01","7381.96","7398.34","7275.03","714.04M","-1.30%"
"Jan 30 2020","7381.96","7483.57","7483.57","7357.62","684.60M","-1.36%"
"Jan 29 2020","7483.57","7480.69","7514.73","7462.21","524.38M","0.04%"
"Jan 28 2020","7480.69","7412.05","7491.44","7410.37","530.18M","0.93%"
"Jan 27 2020","7412.05","7585.98","7585.98","7392.83","679.45M","-2.29%"
"Jan 24 2020","7585.98","7507.67","7642.21","7507.59","605.76M","1.04%"
"Jan 23 2020","7507.67","7571.92","7572.13","7503.17","668.61M","-0.85%"
"Jan 22 2020","7571.92","7610.70","7637.35","7563.52","604.63M","-0.51%"
"Jan 21 2020","7610.70","7651.44","7651.44","7550.47","656.51M","-0.53%"
"Jan 20 2020","7651.44","7674.56","7682.77","7639.62","358.97M","-0.30%"
"Jan 17 2020","7674.56","7609.81","7689.67","7609.81","631.97M","0.85%"
"Jan 16 2020","7609.81","7642.80","7653.58","7595.31","573.56M","-0.43%"
"Jan 15 2020","7642.80","7622.35","7642.80","7609.44","730.57M","0.27%"
"Jan 14 2020","7622.35","7617.60","7650.69","7588.81","697.64M","0.06%"
"Jan 13 2020","7617.60","7587.85","7635.77","7582.51","657.73M","0.39%"
"Jan 10 2020","7587.85","7598.12","7631.96","7585.07","651.31M","-0.14%"
"Jan 09 2020","7598.12","7574.93","7627.76","7574.93","652.92M","0.31%"
"Jan 08 2020","7574.93","7573.85","7579.48","7524.96","606.22M","0.01%"
"Jan 07 2020","7573.85","7575.34","7604.59","7562.14","511.56M","-0.02%"
"Jan 06 2020","7575.34","7622.40","7622.40","7528.08","516.78M","-0.62%"
"Jan 03 2020","7622.40","7604.30","7626.41","7551.00","449.69M","0.24%"
"Jan 02 2020","7604.30","7542.44","7624.78","7542.44","482.21M","0.82%"
"Dec 31 2019","7542.44","7587.05","7587.41","7532.38","212.14M","-0.59%"
"Dec 30 2019","7587.05","7644.90","7644.90","7587.05","304.24M","-0.76%"
"Dec 27 2019","7644.90","7632.24","7665.40","7622.46","311.11M","0.17%"
"Dec 24 2019","7632.24","7623.59","7636.16","7608.22","185.67M","0.11%"
"Dec 23 2019","7623.59","7582.48","7628.20","7559.63","539.14M","0.54%"
"Dec 20 2019","7582.48","7573.82","7599.52","7564.59","1.16B","0.11%"
"Dec 19 2019","7573.82","7540.75","7575.90","7526.10","661.08M","0.44%"
"Dec 18 2019","7540.75","7525.28","7557.05","7515.17","679.28M","0.21%"
"Dec 17 2019","7525.28","7519.05","7537.66","7497.15","1.10B","0.08%"
"Dec 16 2019","7519.05","7353.44","7552.65","7353.18","1.05B","2.25%"
"Dec 13 2019","7353.44","7273.47","7429.04","7223.42","1.91B","1.10%"
"Dec 12 2019","7273.47","7216.25","7307.36","7216.08","727.08M","0.79%"
"Dec 11 2019","7216.25","7213.76","7250.67","7195.49","820.83M","0.03%"
"Dec 10 2019","7213.76","7233.90","7234.40","7137.84","703.52M","-0.28%"
"Dec 09 2019","7233.90","7239.66","7255.73","7217.80","619.39M","-0.08%"
"Dec 06 2019","7239.66","7137.85","7241.50","7137.85","516.37M","1.43%"
"Dec 05 2019","7137.85","7188.50","7194.78","7131.16","650.61M","-0.70%"
"Dec 04 2019","7188.50","7158.76","7190.04","7139.91","688.01M","0.42%"
"Dec 03 2019","7158.76","7285.94","7285.94","7134.93","822.94M","-1.75%"
"Dec 02 2019","7285.94","7346.53","7400.27","7277.02","924.43M","-0.82%"
"Nov 29 2019","7346.53","7416.43","7421.40","7346.53","627.33M","-0.94%"
"Nov 28 2019","7416.43","7429.78","7429.78","7385.32","605.36M","-0.18%"
"Nov 27 2019","7429.78","7403.14","7446.00","7400.38","625.05M","0.36%"
"Nov 26 2019","7403.14","7396.29","7421.30","7384.96","1.05B","0.09%"
"Nov 25 2019","7396.29","7326.81","7401.78","7326.81","570.98M","0.95%"
"Nov 22 2019","7326.81","7238.55","7343.26","7238.47","611.24M","1.22%"
"Nov 21 2019","7238.55","7262.49","7262.49","7197.33","608.18M","-0.33%"
"Nov 20 2019","7262.49","7323.80","7323.80","7219.11","814.23M","-0.84%"
"Nov 19 2019","7323.80","7307.70","7404.47","7307.70","605.67M","0.22%"
"Nov 18 2019","7307.70","7302.94","7335.36","7293.40","764.23M","0.07%"
"Nov 15 2019","7302.94","7292.76","7335.55","7243.15","770.47M","0.14%"
"Nov 14 2019","7292.76","7351.21","7351.28","7292.76","675.22M","-0.80%"
"Nov 13 2019","7351.21","7365.44","7365.44","7301.71","694.52M","-0.19%"
"Nov 12 2019","7365.44","7328.54","7390.00","7328.18","738.72M","0.50%"
"Nov 11 2019","7328.54","7359.38","7359.38","7258.46","821.77M","-0.42%"
"Nov 08 2019","7359.38","7406.41","7406.83","7349.12","535.07M","-0.63%"
"Nov 07 2019","7406.41","7396.65","7431.94","7396.00","668.25M","0.13%"
"Nov 06 2019","7396.65","7388.08","7398.78","7363.55","601.83M","0.12%"
"Nov 05 2019","7388.08","7369.69","7402.79","7369.61","673.19M","0.25%"
"Nov 04 2019","7369.69","7302.42","7392.73","7302.42","582.16M","0.92%"
"Nov 01 2019","7302.42","7248.38","7307.18","7248.38","582.08M","0.75%"
"Oct 31 2019","7248.38","7330.78","7335.16","7245.23","847.65M","-1.12%"
"Oct 30 2019","7330.78","7306.26","7334.04","7278.18","672.19M","0.34%"
"Oct 29 2019","7306.26","7331.28","7335.73","7264.74","710.02M","-0.34%"
"Oct 28 2019","7331.28","7324.47","7346.92","7291.59","676.04M","0.09%"
"Oct 25 2019","7324.47","7328.25","7331.17","7279.78","580.30M","-0.05%"
"Oct 24 2019","7328.25","7260.74","7338.87","7255.46","733.23M","0.93%"
"Oct 23 2019","7260.74","7212.49","7265.86","7194.13","764.42M","0.67%"
"Oct 22 2019","7212.49","7163.64","7230.17","7146.69","800.69M","0.68%"
"Oct 21 2019","7163.64","7150.57","7197.53","7139.38","853.63M","0.18%"
"Oct 18 2019","7150.57","7182.32","7197.14","7146.11","869.34M","-0.44%"
"Oct 17 2019","7182.32","7167.95","7237.78","7162.04","1.13B","0.20%"
"Oct 16 2019","7167.95","7211.64","7217.63","7149.84","1.00B","-0.61%"
"Oct 15 2019","7211.64","7213.45","7242.37","7176.67","1.12B","-0.03%"
"Oct 14 2019","7213.45","7247.08","7251.80","7194.21","780.57M","-0.46%"
"Oct 11 2019","7247.08","7186.36","7250.09","7144.66","1.51B","0.84%"
"Oct 10 2019","7186.36","7166.50","7212.90","7130.52","700.02M","0.28%"
"Oct 09 2019","7166.50","7143.15","7196.41","7139.90","582.02M","0.33%"
"Oct 08 2019","7143.15","7197.88","7223.86","7143.15","691.68M","-0.76%"
"Oct 07 2019","7197.88","7155.38","7206.89","7132.98","551.39M","0.59%"
"Oct 04 2019","7155.38","7077.64","7157.75","7077.40","588.78M","1.10%"
"Oct 03 2019","7077.64","7122.54","7129.02","7004.43","635.55M","-0.63%"
"Oct 02 2019","7122.54","7360.32","7360.32","7119.72","747.80M","-3.23%"
"Oct 01 2019","7360.32","7408.21","7433.24","7352.83","734.56M","-0.65%"
"Sep 30 2019","7408.21","7426.21","7439.62","7402.20","655.55M","-0.24%"
"Sep 27 2019","7426.21","7351.08","7440.77","7351.00","583.85M","1.02%"
"Sep 26 2019","7351.08","7289.99","7387.09","7277.15","704.71M","0.84%"
"Sep 25 2019","7289.99","7291.43","7292.00","7212.96","704.55M","-0.02%"
"Sep 24 2019","7291.43","7326.08","7348.97","7281.91","588.77M","-0.47%"
"Sep 23 2019","7326.08","7344.92","7362.30","7284.75","489.65M","-0.26%"
"Sep 20 2019","7344.92","7356.42","7376.31","7322.01","1.66B","-0.16%"
"Sep 19 2019","7356.42","7314.05","7373.08","7290.69","632.74M","0.58%"
"Sep 18 2019","7314.05","7320.40","7350.52","7300.37","642.71M","-0.09%"
"Sep 17 2019","7320.40","7321.41","7350.24","7292.23","698.42M","-0.01%"
"Sep 16 2019","7321.41","7367.46","7378.32","7321.41","908.26M","-0.63%"
"Sep 13 2019","7367.46","7344.67","7380.29","7318.23","1.00B","0.31%"
"Sep 12 2019","7344.67","7338.03","7369.34","7303.17","725.26M","0.09%"
"Sep 11 2019","7338.03","7267.95","7346.71","7267.95","829.12M","0.96%"
"Sep 10 2019","7267.95","7235.81","7270.50","7199.40","1.03B","0.44%"
"Sep 09 2019","7235.81","7282.34","7325.21","7205.98","794.83M","-0.64%"
"Sep 06 2019","7282.34","7271.17","7284.11","7244.13","692.28M","0.15%"
"Sep 05 2019","7271.17","7311.26","7330.71","7250.63","711.30M","-0.55%"
"Sep 04 2019","7311.26","7268.19","7334.55","7268.19","677.43M","0.59%"
"Sep 03 2019","7268.19","7281.94","7301.47","7239.10","626.09M","-0.19%"
"Sep 02 2019","7281.94","7207.18","7315.26","7206.90","497.75M","1.04%"
"Aug 30 2019","7207.18","7184.32","7240.37","7179.70","727.84M","0.32%"
"Aug 29 2019","7184.32","7114.71","7199.20","7103.12","635.67M","0.98%"
"Aug 28 2019","7114.71","7089.58","7131.21","7050.00","675.63M","0.35%"
"Aug 27 2019","7089.58","7094.98","7110.76","7044.73","851.39M","-0.08%"
"Aug 23 2019","7094.98","7128.18","7188.59","7094.98","643.00M","-0.47%"
"Aug 22 2019","7128.18","7203.97","7203.97","7103.67","653.34M","-1.05%"
"Aug 21 2019","7203.97","7125.00","7215.53","7122.12","604.70M","1.11%"
"Aug 20 2019","7125.00","7189.65","7231.65","7121.24","766.07M","-0.90%"
"Aug 19 2019","7189.65","7117.15","7214.23","7117.15","612.86M","1.02%"
"Aug 16 2019","7117.15","7067.01","7125.90","7067.01","651.94M","0.71%"
"Aug 15 2019","7067.01","7147.88","7148.75","7020.22","806.74M","-1.13%"
"Aug 14 2019","7147.88","7250.90","7268.73","7112.05","811.52M","-1.42%"
"Aug 13 2019","7250.90","7226.72","7281.14","7166.86","698.40M","0.33%"
"Aug 12 2019","7226.72","7253.85","7305.56","7207.46","585.46M","-0.37%"
"Aug 09 2019","7253.85","7285.90","7297.28","7237.13","819.38M","-0.44%"
"Aug 08 2019","7285.90","7198.70","7285.90","7191.25","748.51M","1.21%"
"Aug 07 2019","7198.70","7171.69","7237.88","7153.89","758.26M","0.38%"
"Aug 06 2019","7171.69","7223.85","7241.57","7166.98","816.23M","-0.72%"
"Aug 05 2019","7223.85","7407.06","7407.06","7200.54","1.28B","-2.47%"
"Aug 02 2019","7407.06","7584.87","7585.24","7397.91","1.06B","-2.34%"
"Aug 01 2019","7584.87","7586.78","7609.98","7535.90","843.10M","-0.03%"
"Jul 31 2019","7586.78","7646.77","7648.20","7576.12","1.13B","-0.78%"
"Jul 30 2019","7646.77","7686.61","7727.49","7643.65","847.75M","-0.52%"
"Jul 29 2019","7686.61","7549.06","7711.34","7548.86","782.74M","1.82%"
"Jul 26 2019","7549.06","7489.05","7553.55","7486.74","799.74M","0.80%"
"Jul 25 2019","7489.05","7501.46","7542.64","7462.73","651.31M","-0.17%"
"Jul 24 2019","7501.46","7556.86","7558.01","7479.07","657.12M","-0.73%"
"Jul 23 2019","7556.86","7514.93","7598.60","7514.93","654.56M","0.56%"
"Jul 22 2019","7514.93","7508.70","7549.71","7491.79","528.99M","0.08%"
"Jul 19 2019","7508.70","7493.09","7546.65","7475.49","593.42M","0.21%"
"Jul 18 2019","7493.09","7535.46","7535.46","7482.60","519.63M","-0.56%"
"Jul 17 2019","7535.46","7577.20","7577.20","7519.22","594.49M","-0.55%"
"Jul 16 2019","7577.20","7531.72","7590.07","7524.52","625.96M","0.60%"
"Jul 15 2019","7531.72","7505.97","7548.33","7487.44","497.44M","0.34%"
"Jul 12 2019","7505.97","7509.82","7537.10","7493.80","516.64M","-0.05%"
"Jul 11 2019","7509.82","7530.69","7558.34","7501.66","611.47M","-0.28%"
"Jul 10 2019","7530.69","7536.47","7559.12","7515.61","559.06M","-0.08%"
"Jul 09 2019","7536.47","7549.27","7553.30","7517.94","559.72M","-0.17%"
"Jul 08 2019","7549.27","7553.14","7571.34","7538.67","554.95M","-0.05%"
"Jul 05 2019","7553.14","7603.58","7603.61","7541.86","537.93M","-0.66%"
"Jul 04 2019","7603.58","7609.32","7622.58","7601.33","502.80M","-0.08%"
"Jul 03 2019","7609.32","7559.19","7621.02","7558.47","703.62M","0.66%"
"Jul 02 2019","7559.19","7497.50","7565.27","7497.50","573.57M","0.82%"
"Jul 01 2019","7497.50","7425.63","7530.24","7425.63","654.27M","0.97%"
"Jun 28 2019","7425.63","7402.33","7436.18","7398.92","730.44M","0.31%"
"Jun 27 2019","7402.33","7416.39","7439.43","7375.51","665.86M","-0.19%"
"Jun 26 2019","7416.39","7422.43","7435.90","7405.54","673.95M","-0.08%"
"Jun 25 2019","7422.43","7416.69","7429.72","7373.22","626.13M","0.08%"
"Jun 24 2019","7416.69","7407.50","7435.54","7399.56","646.88M","0.12%"
"Jun 21 2019","7407.50","7424.44","7456.79","7382.94","1.49B","-0.23%"
"Jun 20 2019","7424.44","7403.54","7460.83","7403.54","698.66M","0.28%"
"Jun 19 2019","7403.54","7443.04","7454.93","7399.17","774.63M","-0.53%"
"Jun 18 2019","7443.04","7357.31","7469.19","7345.55","823.67M","1.17%"
"Jun 17 2019","7357.31","7345.78","7370.70","7324.54","548.16M","0.16%"
"Jun 14 2019","7345.78","7368.57","7368.80","7316.44","629.60M","-0.31%"
"Jun 13 2019","7368.57","7367.62","7398.61","7350.98","627.57M","0.01%"
"Jun 12 2019","7367.62","7398.45","7398.45","7329.26","824.87M","-0.42%"
"Jun 11 2019","7398.45","7375.54","7420.73","7375.54","690.48M","0.31%"
"Jun 10 2019","7375.54","7331.94","7380.14","7331.94","460.89M","0.59%"
"Jun 07 2019","7331.94","7259.85","7347.41","7258.16","610.88M","0.99%"
"Jun 06 2019","7259.85","7220.22","7275.66","7218.67","640.48M","0.55%"
"Jun 05 2019","7220.22","7216.74","7259.24","7201.36","768.03M","0.08%"
"Jun 04 2019","7214.29","7184.80","7223.96","7138.14","855.20M","0.41%"
"Jun 03 2019","7184.80","7161.71","7186.71","7079.71","733.57M","0.32%"
"May 31 2019","7161.71","7218.16","7218.16","7130.85","870.74M","-0.78%"
"May 30 2019","7218.16","7185.30","7236.68","7180.57","658.19M","0.46%"
"May 29 2019","7185.30","7268.95","7268.95","7151.37","673.07M","-1.15%"
"May 28 2019","7268.95","7277.73","7314.85","7262.80","1.19B","-0.12%"
"May 24 2019","7277.73","7231.04","7303.04","7231.01","653.15M","0.65%"
"May 23 2019","7231.04","7334.19","7334.19","7211.33","819.67M","-1.41%"
"May 22 2019","7334.19","7328.92","7373.27","7313.55","825.72M","0.07%"
"May 21 2019","7328.92","7310.88","7370.02","7310.88","772.50M","0.25%"
"May 20 2019","7310.88","7348.62","7360.34","7268.63","755.12M","-0.51%"
"May 17 2019","7348.62","7353.51","7354.22","7307.33","763.92M","-0.07%"
"May 16 2019","7353.51","7296.95","7353.51","7265.77","676.26M","0.78%"
"May 15 2019","7296.95","7241.60","7303.73","7223.08","834.95M","0.76%"
"May 14 2019","7241.60","7163.68","7241.60","7163.68","743.86M","1.09%"
"May 13 2019","7163.68","7203.29","7217.12","7150.89","797.46M","-0.55%"
"May 10 2019","7203.29","7207.41","7268.17","7189.88","637.29M","-0.06%"
"May 09 2019","7207.41","7271.00","7271.00","7192.18","880.88M","-0.87%"
"May 08 2019","7271.00","7260.47","7278.26","7222.88","834.24M","0.15%"
"May 07 2019","7260.47","7380.64","7380.64","7251.03","907.82M","-1.63%"
"May 03 2019","7380.64","7351.31","7418.17","7350.01","476.58M","0.40%"
"May 02 2019","7351.31","7385.26","7393.94","7339.45","637.48M","-0.46%"
"May 01 2019","7385.26","7418.22","7446.46","7379.65","347.13M","-0.44%"
"Apr 30 2019","7418.22","7440.66","7451.32","7394.07","774.32M","-0.30%"
"Apr 29 2019","7440.66","7428.19","7456.49","7406.53","506.41M","0.17%"
"Apr 26 2019","7428.19","7434.13","7442.21","7398.57","865.75M","-0.08%"
"Apr 25 2019","7434.13","7471.75","7473.32","7405.99","695.23M","-0.50%"
"Apr 24 2019","7471.75","7523.07","7523.79","7456.74","703.75M","-0.68%"
"Apr 23 2019","7523.07","7459.88","7528.93","7459.88","795.96M","0.85%"
"Apr 18 2019","7459.88","7471.32","7475.91","7437.87","536.60M","-0.15%"
"Apr 17 2019","7471.32","7469.92","7478.95","7445.12","665.16M","0.02%"
"Apr 16 2019","7469.92","7436.87","7485.93","7436.87","642.95M","0.44%"
"Apr 15 2019","7436.87","7437.06","7447.08","7420.27","527.42M","-0.00%"
"Apr 12 2019","7437.06","7417.95","7454.78","7415.00","718.44M","0.26%"
"Apr 11 2019","7417.95","7421.91","7441.89","7383.47","649.07M","-0.05%"
"Apr 10 2019","7421.91","7425.57","7441.36","7409.39","587.36M","-0.05%"
"Apr 09 2019","7425.57","7451.89","7477.62","7413.27","672.46M","-0.35%"
"Apr 08 2019","7451.89","7446.87","7459.93","7420.41","588.84M","0.07%"
"Apr 05 2019","7446.87","7401.94","7461.39","7400.79","700.98M","0.61%"
"Apr 04 2019","7401.94","7418.28","7418.43","7367.44","696.56M","-0.22%"
"Apr 03 2019","7418.28","7391.12","7418.31","7380.93","908.00M","0.37%"
"Apr 02 2019","7391.12","7317.38","7403.56","7316.81","742.82M","1.01%"
"Apr 01 2019","7317.38","7279.19","7352.15","7279.19","718.29M","0.52%"
"Mar 29 2019","7279.19","7234.33","7287.72","7223.30","818.95M","0.62%"
"Mar 28 2019","7234.33","7194.19","7265.47","7190.87","585.60M","0.56%"
"Mar 27 2019","7194.19","7196.29","7222.64","7160.14","699.73M","-0.03%"
"Mar 26 2019","7196.29","7177.58","7221.02","7169.37","649.06M","0.26%"
"Mar 25 2019","7177.58","7207.59","7208.09","7146.83","604.28M","-0.42%"
"Mar 22 2019","7207.59","7355.31","7356.37","7192.76","716.21M","-2.01%"
"Mar 21 2019","7355.31","7291.01","7370.61","7290.62","731.35M","0.88%"
"Mar 20 2019","7291.01","7324.00","7341.57","7291.01","771.73M","-0.45%"
"Mar 19 2019","7324.00","7299.19","7350.10","7294.50","617.24M","0.34%"
"Mar 18 2019","7299.19","7228.28","7299.19","7228.19","662.83M","0.98%"
"Mar 15 2019","7228.28","7185.43","7243.80","7185.43","1.38B","0.60%"
"Mar 14 2019","7185.43","7159.19","7215.45","7148.08","815.71M","0.37%"
"Mar 13 2019","7159.19","7151.15","7181.85","7128.71","767.65M","0.11%"
"Mar 12 2019","7151.15","7130.62","7166.55","7083.22","775.29M","0.29%"
"Mar 11 2019","7130.62","7104.31","7181.61","7104.31","695.14M","0.37%"
"Mar 08 2019","7104.31","7157.55","7157.55","7077.93","640.78M","-0.74%"
"Mar 07 2019","7157.55","7196.00","7196.00","7126.57","712.68M","-0.53%"
"Mar 06 2019","7196.00","7183.43","7211.83","7170.25","816.15M","0.17%"
"Mar 05 2019","7183.43","7134.39","7191.65","7127.18","819.86M","0.69%"
"Mar 04 2019","7134.39","7106.73","7166.19","7106.73","654.23M","0.39%"
"Mar 01 2019","7106.73","7074.73","7129.72","7074.73","722.48M","0.45%"
"Feb 28 2019","7074.73","7107.20","7107.20","7041.03","1.01B","-0.46%"
"Feb 27 2019","7107.20","7151.12","7151.12","7082.62","897.62M","-0.61%"
"Feb 26 2019","7151.12","7183.74","7183.79","7091.59","892.46M","-0.45%"
"Feb 25 2019","7183.74","7178.60","7210.70","7158.19","664.87M","0.07%"
"Feb 22 2019","7178.60","7167.39","7220.52","7162.37","666.72M","0.16%"
"Feb 21 2019","7167.39","7228.62","7228.78","7141.85","822.59M","-0.85%"
"Feb 20 2019","7228.62","7179.17","7234.16","7177.95","887.89M","0.69%"
"Feb 19 2019","7179.17","7219.47","7219.53","7162.80","643.41M","-0.56%"
"Feb 18 2019","7219.47","7236.68","7242.09","7209.70","453.43M","-0.24%"
"Feb 15 2019","7236.68","7197.01","7261.63","7185.23","709.70M","0.55%"
"Feb 14 2019","7197.01","7190.84","7232.83","7183.01","535.04M","0.09%"
"Feb 13 2019","7190.84","7133.14","7205.07","7133.14","578.84M","0.81%"
"Feb 12 2019","7133.14","7129.11","7168.61","7121.72","542.97M","0.06%"
"Feb 11 2019","7129.11","7071.18","7149.23","7071.18","565.26M","0.82%"
"Feb 08 2019","7071.18","7093.58","7115.83","7064.90","548.73M","-0.32%"
"Feb 07 2019","7093.58","7173.09","7187.51","7093.58","669.72M","-1.11%"
"Feb 06 2019","7173.09","7177.37","7184.22","7146.65","618.00M","-0.06%"
"Feb 05 2019","7177.37","7034.13","7180.71","7033.57","683.46M","2.04%"
"Feb 04 2019","7034.13","7020.22","7046.58","7002.42","630.90M","0.20%"
"Feb 01 2019","7020.22","6968.85","7024.45","6968.85","645.35M","0.74%"
"Jan 31 2019","6968.85","6941.63","6994.88","6941.09","893.09M","0.39%"
"Jan 30 2019","6941.63","6833.93","6967.70","6833.93","771.90M","1.58%"
"Jan 29 2019","6833.93","6747.10","6860.34","6747.10","718.59M","1.29%"
"Jan 28 2019","6747.10","6809.22","6812.53","6734.00","668.24M","-0.91%"
"Jan 25 2019","6809.22","6818.95","6858.19","6806.77","749.99M","-0.14%"
"Jan 24 2019","6818.95","6842.88","6854.59","6802.03","618.51M","-0.35%"
"Jan 23 2019","6842.88","6901.39","6901.63","6834.30","666.01M","-0.85%"
"Jan 22 2019","6901.39","6970.59","6970.59","6880.69","583.46M","-0.99%"
"Jan 21 2019","6970.59","6968.33","6987.93","6954.52","488.78M","0.03%"
"Jan 18 2019","6968.33","6834.92","6984.36","6834.92","820.33M","1.95%"
"Jan 17 2019","6834.92","6862.68","6862.68","6799.03","600.66M","-0.40%"
"Jan 16 2019","6862.68","6895.02","6912.44","6848.57","811.96M","-0.47%"
